objectid,title,attribution,classification,iiifthumburl
35769,Crow's Feather and Apple,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f0faf136-f645-42df-98a3-4c2a638efdd7/full/!200,200/0/default.jpg"
35770,The Hay Wagon,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/191741ce-b6c2-4e3e-a4cf-d7f23b92bcb4/full/!200,200/0/default.jpg"
35771,The Hay Wagon and Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0561f2f6-a21b-421c-bdb2-164d198f8cb8/full/!200,200/0/default.jpg"
35772,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/82a06a93-fb41-447a-b744-d143ab794b50/full/!200,200/0/default.jpg"
35773,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e3e2ec80-9183-4af3-9b4c-860a7eda6f7e/full/!200,200/0/default.jpg"
35774,First Snow and the Little House,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7b81855b-0ff9-410b-bef4-a1ee09a08fc9/full/!200,200/0/default.jpg"
35775,First Snow and the Little House,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ee188ce4-384f-44b5-863a-9373c6fbafc0/full/!200,200/0/default.jpg"
35776,"Long Underwear, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2c6d1095-f61f-40b9-a715-6f684f3e7853/full/!200,200/0/default.jpg"
35777,"Long Underwear, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6e09d9f6-5945-4ae8-a57b-1eecfb9b399b/full/!200,200/0/default.jpg"
35778,"Long Underwear, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6e10aaea-90dc-44cd-8a43-d1e875072320/full/!200,200/0/default.jpg"
35779,"Long Underwear, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9ceb620f-ff69-4f64-88bd-5bbf39c259c6/full/!200,200/0/default.jpg"
35780,"Long Underwear, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/27f6c764-84b4-44cd-a17c-4f2af0226fee/full/!200,200/0/default.jpg"
35781,Barn & Snow,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4c28232b-cac4-4f84-91d6-1c4f3d470e69/full/!200,200/0/default.jpg"
35782,Window,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0242fec9-e83c-4c9a-98c9-93e870301682/full/!200,200/0/default.jpg"
35798,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/08e2bbfa-234a-461b-93a5-f0d91f42787b/full/!200,200/0/default.jpg"
35783,"Window: Wood, Glass, Snow",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/48031d4f-a99f-4920-8bef-293589ee59e1/full/!200,200/0/default.jpg"
35784,"Legs, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/5f2d56d4-8c39-473c-8f16-657f8009726f/full/!200,200/0/default.jpg"
35785,Eva Herrmann,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1812cddc-9b0f-4ca3-ae85-b7ed7915a132/full/!200,200/0/default.jpg"
35786,Eva Herrmann,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e9129ae2-0065-478f-8107-101d3b4f83ca/full/!200,200/0/default.jpg"
35787,Frances O'Brien,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7fbde8a2-d411-413f-9435-8110b74956cb/full/!200,200/0/default.jpg"
35788,Frances O'Brien,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d48d4c3d-c7fd-408b-b277-70961e751377/full/!200,200/0/default.jpg"
35789,Paul Rosenfeld,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b83fafb3-495e-48e2-b7dc-0e53a738a2ee/full/!200,200/0/default.jpg"
35790,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/71a78d2b-5d6b-4917-a002-29f48c1df55c/full/!200,200/0/default.jpg"
35791,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c0a1ecca-46fb-4623-9f47-031d48d1b1b5/full/!200,200/0/default.jpg"
35792,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/94c46825-ecdc-4998-8047-43b5abd86529/full/!200,200/0/default.jpg"
35793,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/fa949efd-5739-4e09-aed1-9654a44099ce/full/!200,200/0/default.jpg"
35794,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/89dedcdc-a44e-4d1a-ac1b-712af81af053/full/!200,200/0/default.jpg"
35795,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0034cf7b-5bda-4fb8-83af-342bb04fbe37/full/!200,200/0/default.jpg"
35796,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b529a219-a70a-40e4-82ab-77a33b3b353a/full/!200,200/0/default.jpg"
35797,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/bed10610-5e9c-414a-a3f5-cf54d402f6cb/full/!200,200/0/default.jpg"
35799,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ac6d25fd-1e59-4b62-8ba1-6d3fcb58a5ba/full/!200,200/0/default.jpg"
35800,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e0e1eb4f-392d-40f9-b674-5594766dab5e/full/!200,200/0/default.jpg"
35801,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/accf55e9-0608-430f-9059-15715b1a437d/full/!200,200/0/default.jpg"
35802,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7477fd0b-de47-449c-bc72-48208bb724d5/full/!200,200/0/default.jpg"
35803,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a57e775e-3760-45de-b983-0712e7b0a8a4/full/!200,200/0/default.jpg"
35804,Jean Toomer,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c5216220-2dc4-41e5-ae7b-fd6a03b2c74e/full/!200,200/0/default.jpg"
35805,Ethel Tyrrell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2339433a-1029-4fd1-a1f0-a3d540584e37/full/!200,200/0/default.jpg"
35806,Ethel Tyrrell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/20ca0854-8e00-471a-999c-b27a5b5953f2/full/!200,200/0/default.jpg"
35807,Ethel Tyrrell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/41c31fed-7933-4a57-bce9-ed4b7295b6e5/full/!200,200/0/default.jpg"
35808,Ethel Tyrrell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4c3315ab-cc81-4023-adff-649467eba67d/full/!200,200/0/default.jpg"
35809,Ethel Tyrrell,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b061aecc-47eb-438b-9115-7499212e5083/full/!200,200/0/default.jpg"
35810,Eva Herrmann,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e8067a9d-54f4-4cc6-8afc-46ac893c5b3b/full/!200,200/0/default.jpg"
35811,"House on the Hill, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a57916fd-9413-4646-9cc2-906a3c493125/full/!200,200/0/default.jpg"
35812,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9d035037-420a-4ec3-856e-0b38be888d5f/full/!200,200/0/default.jpg"
35813,Sue Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/584e2ed4-fe03-4594-914e-b9f4b0c2b668/full/!200,200/0/default.jpg"
35814,Alfred Kreymborg,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/84c06669-8ef8-4aff-9efd-6c6b321cb3d6/full/!200,200/0/default.jpg"
35815,Dorothy Kreymborg,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d7573ef8-37fa-401d-aa76-20c9979a29f4/full/!200,200/0/default.jpg"
35816,Frances O'Brien,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ded4a8e2-96fd-48c9-ab94-4c0ef0843ed6/full/!200,200/0/default.jpg"
35817,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0900c719-5bd2-4947-abd4-d753a265512f/full/!200,200/0/default.jpg"
35818,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/be20580f-223b-48af-8b4f-ff3e36be3638/full/!200,200/0/default.jpg"
35819,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/84fba8c6-8cbe-4652-844d-c81e369fcaf0/full/!200,200/0/default.jpg"
35820,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d54b7d01-d9d0-4362-8b38-721fa5bd7cfd/full/!200,200/0/default.jpg"
35821,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/80ce2c8b-1eda-4f96-b13e-feeadb69d48f/full/!200,200/0/default.jpg"
35822,The Old Maple—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7dccaa33-787c-411e-a004-f060917d95fe/full/!200,200/0/default.jpg"
35823,Rain Drops,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/1f5f3ed4-bfa9-44e9-898f-67529db0b9b9/full/!200,200/0/default.jpg"
35824,The Dying Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/844cc1b6-d22c-4722-bf20-7fb2040a0d74/full/!200,200/0/default.jpg"
35825,The Dying Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/728ff4ab-2fb8-4af5-a6ae-7187cddbd5ae/full/!200,200/0/default.jpg"
35826,The Dying Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2ee587e2-41a1-4a21-8614-44f82d2b8706/full/!200,200/0/default.jpg"
35827,Dead Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/90414956-5413-49a4-856b-f6f348974276/full/!200,200/0/default.jpg"
35828,"Lookout House, Prospect Mountain, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a706aa8f-dabd-4117-8f99-bec653db87a9/full/!200,200/0/default.jpg"
35829,The Dying Chestnut Tree or Life and Death,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2e9217d3-c1ea-4794-b919-1473a4c8ee6e/full/!200,200/0/default.jpg"
35830,Dead Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/75810a35-24cb-47a7-8731-f69b0292a5af/full/!200,200/0/default.jpg"
35831,Dead Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d4c07fb5-c0b4-433f-ac6f-16375007d7f7/full/!200,200/0/default.jpg"
35832,Tree Set 4,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a45a1ba3-614d-4e90-a961-ef28cac130ec/full/!200,200/0/default.jpg"
35833,Tree Set 2,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7940415a-ff50-4fa8-aa5c-d03277142196/full/!200,200/0/default.jpg"
35834,Tree Set 5,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6162d310-66af-4620-9e54-5350960fcec7/full/!200,200/0/default.jpg"
35835,Tree Set 1,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6a373a14-dd2e-428c-b4e4-eac6ce44e07e/full/!200,200/0/default.jpg"
35836,The Dying Chestnut Tree—My Teacher,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/10dc4c98-cdc9-45ee-a0e2-5ff596b1bdea/full/!200,200/0/default.jpg"
35837,Dead Chestnut Tree,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/cd4f1234-4d4c-4a1f-aa40-6620769dae8c/full/!200,200/0/default.jpg"
35838,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/810825b5-e16f-4ab1-970f-a752bf230a31/full/!200,200/0/default.jpg"
35839,Mrs. Fiene by Lachaise,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f4bbda90-0d83-4dbd-82ad-1ab47f2d1b8d/full/!200,200/0/default.jpg"
35840,Trees,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/74dafd37-5390-490d-bc03-1253da953cf6/full/!200,200/0/default.jpg"
35841,Trees,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/904edf49-2ab4-422a-b076-97438e11779d/full/!200,200/0/default.jpg"
35842,Elizabeth (Peggy) and Sue Davidson,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/623bae7d-d067-4e3e-a28f-225b421787c3/full/!200,200/0/default.jpg"
35843,Barn,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e09b695a-00cd-43e5-aa1b-5b4339e3e94c/full/!200,200/0/default.jpg"
35844,"House on the Hill, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0552cfda-68e7-431f-be82-e8a8cb1e75c6/full/!200,200/0/default.jpg"
35845,"House on the Hill, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/425b184d-99a8-4caa-ad19-51ae631d665c/full/!200,200/0/default.jpg"
35846,The Little House,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f16563f9-4e94-4bfd-b2b9-51deba7f3935/full/!200,200/0/default.jpg"
35847,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0e1114c2-2112-47f5-a8e7-44ce32f6e9de/full/!200,200/0/default.jpg"
35848,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8a6e2e92-af1e-4b19-9855-82181500b4a4/full/!200,200/0/default.jpg"
35849,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a9fc7e20-3a7a-4cbd-a42d-4990bc9f2fae/full/!200,200/0/default.jpg"
35850,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2d6354df-7521-4b36-8e9f-eae923c88c4c/full/!200,200/0/default.jpg"
35851,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e6ba5fad-8c12-48b5-9ae8-f85114cba084/full/!200,200/0/default.jpg"
35852,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/dfd2b642-41eb-4c9b-9607-309f69ea5428/full/!200,200/0/default.jpg"
35853,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/fbb684a5-da99-42e3-9589-221e9b5afa17/full/!200,200/0/default.jpg"
35854,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/585183f7-df14-4ced-8767-990b48c3c7a7/full/!200,200/0/default.jpg"
35855,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b8a7c5dc-eedf-417e-b7b2-73efcaf08a5a/full/!200,200/0/default.jpg"
35856,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a9907107-1fe6-4d9e-a12d-b06e261d3f98/full/!200,200/0/default.jpg"
35857,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/66d774a0-25dc-4714-a9e0-393ba12b4b5c/full/!200,200/0/default.jpg"
35858,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b316b47a-3e26-4ba3-879d-8fc71f0571b1/full/!200,200/0/default.jpg"
35859,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c96ce019-870d-4958-a359-fe78dec3fec8/full/!200,200/0/default.jpg"
35860,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/af30be9d-ae80-4d08-a749-8ce2ba8f4b17/full/!200,200/0/default.jpg"
35861,Richard Menshausen,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/529c4261-7a2f-47f4-8601-b59bc52447e3/full/!200,200/0/default.jpg"
35862,"House, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f6860e7c-afa7-4655-bcc9-ec1309c45206/full/!200,200/0/default.jpg"
35863,"House and Trees, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/70d337bb-2fef-4bca-a79c-70657c693715/full/!200,200/0/default.jpg"
35864,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a408f96f-8569-41d0-a360-ac8650f20ae1/full/!200,200/0/default.jpg"
35865,Lake George from the Hill,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c62123c3-e690-4725-8131-8f0f520ad0c5/full/!200,200/0/default.jpg"
35866,Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d5273a98-6626-4fdc-9cf5-5599e3deacf5/full/!200,200/0/default.jpg"
35867,Louis Kalonyme,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8894244e-7cb6-4162-b997-a8f97f0deb6e/full/!200,200/0/default.jpg"
35868,Louis Kalonyme,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ccb24a0f-9cce-42fe-bd02-331f7e1c89be/full/!200,200/0/default.jpg"
35869,Louis Kalonyme,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/bf74c397-dedc-46fd-a962-76ee43cd2526/full/!200,200/0/default.jpg"
35870,"Jerome Mellquist and Paul Rosenfeld, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6fb18bfa-993d-4572-a2f8-dabbc6a1063e/full/!200,200/0/default.jpg"
35871,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c8b224eb-493e-4e00-992d-8e0f1752f938/full/!200,200/0/default.jpg"
35872,Dualities or Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/28b44a7c-0583-4fa3-b21e-3eb7a2d3a30b/full/!200,200/0/default.jpg"
35873,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c316e482-850f-4082-ad2d-ec1d7d19b7eb/full/!200,200/0/default.jpg"
35874,Dorothy Norman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d1c4c948-e3c3-4cd2-8cd6-725670cc239c/full/!200,200/0/default.jpg"
35875,Cary Ross,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/fabaefc4-b0ed-4eca-bb56-87e2fe7a9f6f/full/!200,200/0/default.jpg"
36499,Cider Mill,Kerr Eby,Print,"https://api.nga.gov/iiif/68bc7458-1153-49f9-ac53-97c649689657/full/!200,200/0/default.jpg"
35876,"House and Poplars, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f0988a6b-4c9b-4b04-8398-2c1394fd3db5/full/!200,200/0/default.jpg"
35877,Lake George from the Hill,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/be2df25a-51c8-4a72-82ea-e28ad77d8ee0/full/!200,200/0/default.jpg"
35878,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b0cb9ca2-60f5-4de1-8d00-f1f094fc010b/full/!200,200/0/default.jpg"
35879,Dying Poplar and Live Branch—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ffb0b26b-bfd9-40b0-887e-02efc537e4fd/full/!200,200/0/default.jpg"
35880,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8720a8a8-51b8-4fd5-9fae-d2d995d4a081/full/!200,200/0/default.jpg"
35881,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/79181cd2-e5f9-4c8e-b80e-1849e10d78d0/full/!200,200/0/default.jpg"
35882,Poplar—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0f461203-51ab-406e-8366-f4309c59a413/full/!200,200/0/default.jpg"
35883,Poplar—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f849e08b-be16-44a1-ba14-0b53bfe331ec/full/!200,200/0/default.jpg"
35884,Ernest Gutman,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/f122dddd-eb0b-4046-abfe-2b6b9e6c9c4a/full/!200,200/0/default.jpg"
35885,Back of Little House,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e3bc5a00-aa5f-44e3-9472-6a0e4df5521e/full/!200,200/0/default.jpg"
35886,Grass,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/3e259eb6-1f7a-474c-bffb-c1714e19bfc2/full/!200,200/0/default.jpg"
35887,Grass and Flagpole,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/18815e8c-a725-4726-a234-f3539941886b/full/!200,200/0/default.jpg"
35888,Grass and Frost,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/2d76b0ce-414d-4135-8dee-a1706f08b013/full/!200,200/0/default.jpg"
35889,Grasses,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9e61a020-bf0b-433b-b063-6b2d0c562325/full/!200,200/0/default.jpg"
35904,Poplar—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/7225ff69-4d59-44fb-bdd3-c1f4dd4bce7e/full/!200,200/0/default.jpg"
35890,Grasses,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8832bd21-0146-4d9d-b67d-197d6380770c/full/!200,200/0/default.jpg"
35891,Hedge and Grasses—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/38d0ff46-7bfa-4442-821c-f57848985f7a/full/!200,200/0/default.jpg"
35892,"House and Trees, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/0587523e-41dc-4971-a40a-9cdde50ab907/full/!200,200/0/default.jpg"
35893,"House and Trees, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/c4c638da-65bf-42e5-8022-9ca98def65b1/full/!200,200/0/default.jpg"
35894,"House and Poplars, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e2dfb576-ef07-42af-a130-bdfa4b7e6bfb/full/!200,200/0/default.jpg"
35895,"House and Trees, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4ace2ec9-dcb3-4469-808d-1e9acb3bb7dc/full/!200,200/0/default.jpg"
35896,"Little House, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/faac44c8-3667-4db2-a2f3-dbf8ca9a83b8/full/!200,200/0/default.jpg"
35897,"House and Poplars, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/d30cc418-6f1b-4023-a468-e17e0365f741/full/!200,200/0/default.jpg"
35898,"Poplars, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/093f44fc-4ac7-47d1-ae00-f7d6bab3eb46/full/!200,200/0/default.jpg"
35899,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/aaf90f2c-443e-4b3a-8282-54d53ae7577a/full/!200,200/0/default.jpg"
35900,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/43c0e12d-e014-4b10-bb8a-fb7b0efb0b93/full/!200,200/0/default.jpg"
35901,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8a70bfbc-bd72-4f80-8f8c-5e5f044bd8b9/full/!200,200/0/default.jpg"
35902,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9a01755d-c5a5-4bcf-b9be-8ea863425d56/full/!200,200/0/default.jpg"
35903,"The Two Poplars, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/929c241d-42f8-4d2d-aa2b-c7fa9897a8c0/full/!200,200/0/default.jpg"
35905,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/aa13be14-bedc-41d8-8470-9e6e4e3d21bb/full/!200,200/0/default.jpg"
35906,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/be07d022-c3e0-4f44-adf6-5fbfcb7fe61d/full/!200,200/0/default.jpg"
35907,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/4c3fdb0c-726e-420e-b8ac-7fcaa77144c3/full/!200,200/0/default.jpg"
35908,Poplars—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/252b933f-9baa-40e2-9cae-736c5a3b3247/full/!200,200/0/default.jpg"
35909,Poplar—Lake George,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/13e49a8b-2da9-44bd-a2eb-1211d93b6efb/full/!200,200/0/default.jpg"
35910,"Apple Tree, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/6c418d70-bc19-42b4-877d-0f0ed28ec3bb/full/!200,200/0/default.jpg"
35911,Swami Nikhilananda,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/e436c856-2f58-4eea-8823-b0afc0941c97/full/!200,200/0/default.jpg"
35912,Swami Nikhilananda,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/8a6d99fb-53af-4aaf-98ce-a1555bc3f313/full/!200,200/0/default.jpg"
35913,Swami Nikhilananda,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/b9a842e7-31a7-4285-9106-921a9686744f/full/!200,200/0/default.jpg"
35914,Swami Nikhilananda,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/561c2221-ca80-4c5a-861f-22cb269f9c51/full/!200,200/0/default.jpg"
35915,Swami Nikhilananda,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/bae4f697-ef7a-445e-8936-502c0f67347b/full/!200,200/0/default.jpg"
35916,"Barn and Car, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/93a722c3-1433-426d-9704-1d2c3b6ef677/full/!200,200/0/default.jpg"
35917,"Door to Kitchen, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a8bf70f6-3951-440d-8e95-1dfa309fcb3b/full/!200,200/0/default.jpg"
35918,"Door to Kitchen, Lake George",Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/9c1f4038-98dd-46a1-9bdc-6de509916875/full/!200,200/0/default.jpg"
35919,House on the Hill,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/a92c1152-613a-406b-92f2-bb2be5133438/full/!200,200/0/default.jpg"
35920,Back of Little House,Alfred Stieglitz,Photograph,"https://api.nga.gov/iiif/ee2f50f1-5cc3-4e64-b2be-20d92f4456c0/full/!200,200/0/default.jpg"
